F62 B292 B853 B37 , 10, 20
F39 B934 B177 B644 , 1120, 1288
F20 B255 B44 B330 B769 B784 B150 B154 , 1, 1662
F28 B746 B299 B552 B153 , 13, 607
F23 B529 B908 , 1544, 1806
F18 B35 B200 B127 , 1, 3
F10 B644 B278 , 37, 39
F5 B616 B164 B566 , 8, 9
F96 B602 B424 , 41, 1771
F97 B975 B157 B705 , 511, 689
F48 B891 B527 B401 B636 , 1, 56
F24 B939 B645 , 20, 20
F55 B838 B426 , 43, 44
F26 B78 B679 , 10, 10
F64 B211 B765 , 10, 614
F16 B437 B615 B33 , 16, 603
F58 B994 B704 B938 B308 , 1, 1794
F18 B752 B458 B700 B963 , 1, 1
F74 B590 B564 B926 B989 B315 B401 , 7, 339
F13 B249 B303 B962 , 23, 23
F48 B205 B890 B798 B553 , 1, 1
F64 B553 B131 B734 B268 B93 B896 , 1, 23
F74 B145 B590 , 7, 9
F14 B953 B70 B343 B973 B651 , 17, 654
F74 B889 B931 B14 B657 , 1, 3
F74 B767 B414 B187 B315 , 292, 424
F74 B88 B326 B344 B391 , 6, 25
F20 B370 B853 B444 B942 B672 B985 B349 , 10, 14
F47 B158 B132 , 22, 46
F16 B437 B459 , 16, 618
F20 B804 B671 B79 , 9, 11
F62 B107 B632 B11 , 1, 12
F45 B691 B924 , 33, 1801
F24 B956 B994 , 20, 20
F74 B827 B338 , 6, 6
F64 B761 B658 B465 B40 , 10, 14
F18 B737 B35 , 1, 3
F5 B177 B996 B616 B164 , 8, 9
F34 B886 B536 , 14, 14
F77 B173 B144 B520 B320 B850 B409 B727 , 1612, 2426
F18 B385 B636 , 10, 10
F96 B235 B818 , 41, 42
F74 B410 B381 B823 B163 B360 B126 B152 B46 B733 , 6, 333
F64 B211 B788 , 11, 614
F60 B946 B201 B159 B344 B765 , 36, 1942
F62 B887 B506 B592 B292 B853 B37 B252 B93 B443 , 10, 630
F47 B259 B421 B152 B134 B57 B761 B304 B700 , 21, 1735
F26 B636 B500 , 540, 618
F74 B163 B360 B126 B152 B46 , 6, 7
F5 B961 B177 B996 B616 B164 B566 B381 , 8, 515
F90 B346 B300 , 13, 593
F26 B209 B575 B51 B190 B636 B500 , 540, 777
F5 B961 B177 B996 B616 , 8, 513
F62 B102 B748 B403 B976 B430 B96 B398 B193 , 571, 869
F18 B458 B700 B963 B91 , 1, 1
F5 B963 B604 B521 B364 B668 B263 , 1, 89
F16 B901 B683 , 15, 16
F10 B377 B782 B57 B979 B928 , 37, 41
F45 B512 B845 , 1664, 1965
F74 B145 B590 B564 , 7, 9
F48 B517 B631 B67 B136 B330 B845 , 1, 1719
F2 B358 B958 B440 , 1, 1
F6 B729 B462 B960 B238 B709 , 14, 551
F28 B656 B742 , 13, 13
F24 B198 B396 B831 B380 B6 , 19, 19
F24 B380 B6 B170 , 19, 19
F55 B938 B40 B786 B514 , 43, 87
F24 B602 B935 B939 , 20, 1027
F31 B10 B588 , 15, 15
F27 B706 B869 B39 B807 B552 , 30, 892
F74 B410 B88 B326 B344 B391 B940 B692 B736 , 6, 366
F64 B850 B738 , 571, 654
F82 B655 B381 B416 B965 , 571, 759
F20 B579 B255 B507 B630 , 571, 721
F5 B381 B16 B963 , 8, 26
F45 B691 B800 B512 B845 , 1664, 2203
F24 B936 B17 B671 B963 , 988, 1144
F62 B252 B93 B443 , 10, 12
F42 B437 B654 B528 B76 B564 , 41, 1868
F5 B959 B137 B501 B995 B741 B257 , 480, 682
F97 B975 B157 , 511, 630
F58 B14 B42 B461 B601 B252 , 26, 56
F77 B426 B70 B19 B513 , 1, 9
F87 B141 B757 B752 , 8, 8
F31 B33 B546 B111 B673 , 1190, 1310
F77 B829 B552 B139 B352 B860 , 27, 30
F82 B529 B143 B902 , 12, 633
F29 B111 B906 B610 B984 , 540, 720
F34 B123 B285 B214 B149 B425 B9 B772 B720 , 1148, 1372
F74 B345 B29 B851 , 6, 6
F29 B382 B573 , 12, 13
F96 B988 B523 , 41, 81
F74 B827 B338 B638 B345 , 6, 13
F6 B485 B852 , 480, 595
F48 B663 B705 B579 , 11, 11
F26 B922 B721 B621 B951 B869 B302 , 10, 21
F62 B728 B994 , 9, 19
F34 B511 B886 B536 B834 , 14, 14
F74 B410 B381 B823 B163 B360 B126 , 6, 333
F10 B401 B728 B656 B791 B991 , 37, 40
F47 B761 B304 B700 , 21, 45
F45 B691 B963 , 34, 1801
F74 B145 B590 B564 B926 B989 B315 B401 B887 , 7, 340
F48 B113 B68 B622 B891 B527 B401 , 1, 1766
F24 B831 B380 B6 , 19, 19
F18 B432 B916 B504 B34 , 11, 14
F14 B279 B360 B391 , 16, 18
F58 B461 B601 B252 B416 , 26, 54
F74 B410 B145 B590 B564 B926 B989 B315 , 7, 373
F18 B935 B540 B985 , 11, 23
F20 B824 B610 B142 B128 , 1, 3
F74 B344 B391 B940 B692 , 6, 14
F80 B350 B447 , 1, 1815
F77 B173 B359 B286 B607 B401 B826 , 27, 1724
F77 B743 B731 B675 B503 , 27, 31
F77 B766 B829 B552 B139 B352 B860 , 27, 30
F87 B512 B772 B388 , 8, 275
F20 B639 B993 B707 B895 B347 , 9, 30
F24 B17 B671 B963 , 988, 1105
F93 B547 B564 B628 B274 B37 , 44, 1967
F77 B320 B426 , 1, 1722
F28 B746 B360 B46 B711 B650 B538 , 14, 606
F26 B51 B190 , 540, 619
F64 B527 B553 B131 , 1, 2
F80 B590 B794 B159 B118 , 14, 15
F45 B691 B384 B803 , 34, 1801
F58 B994 B704 B938 B308 B135 , 1, 1794
F26 B209 B610 B967 , 10, 581
F62 B887 B653 B865 , 9, 626
F20 B42 B781 B95 B485 B808 B936 , 9, 38
F96 B391 B982 B101 B69 , 1607, 2260
F2 B77 B785 B230 B153 B299 , 26, 60
F48 B68 B622 B891 B527 , 1, 31
F28 B746 B467 B427 B91 B691 , 540, 803
F74 B163 B360 B126 , 6, 7
F28 B578 B871 B362 , 13, 39
F74 B244 B288 B438 B102 B840 B68 B767 , 7, 336
F100 B437 B831 , 3913, 4069
F2 B429 B397 B430 B814 B50 , 26, 1798
F100 B437 B837 , 39, 3991
F26 B209 B116 B550 B325 B78 B679 B225 , 10, 581
F77 B766 B829 B552 , 27, 28
F87 B712 B604 B773 , 8, 8
F48 B136 B330 B845 B659 , 1, 7
F48 B811 B762 B24 B1000 B341 B841 B268 B704 , 10, 646
F25 B38 B290 B902 , 512, 620
F58 B709 B871 B587 , 1, 27
F23 B457 B472 , 1, 3
F64 B465 B40 , 10, 13
F18 B529 B980 B202 B935 B540 B985 , 11, 566
F31 B111 B673 B736 B272 B625 , 1190, 1355
F74 B381 B823 B163 B360 B126 B152 B46 B733 , 6, 7
F58 B308 B135 B709 B871 , 1, 27
F2 B795 B417 , 26, 26
F80 B590 B794 , 14, 14
F93 B681 B83 , 43, 43
F64 B841 B653 , 10, 11
F55 B899 B863 B934 , 1, 36
F90 B124 B988 B45 B558 , 14, 28
F26 B886 B686 B211 B712 B345 B142 B264 , 10, 34
F77 B20 B767 B267 B820 B952 B712 , 27, 64
F29 B103 B774 , 11, 12
F58 B617 B857 B470 B518 B968 , 1, 34
F20 B630 B841 , 571, 646
F90 B346 B353 , 13, 594
F77 B173 B864 B20 B767 , 27, 1725
F60 B163 B842 B649 B357 , 1, 1939
F96 B482 B706 , 41, 41
F2 B417 B534 , 26, 27
F26 B209 B116 B550 B325 B78 B679 , 10, 580
F10 B644 B278 B560 , 37, 40
F62 B887 B653 B865 B773 , 9, 627
F74 B590 B564 , 7, 8
F64 B549 B997 , 571, 665
F13 B190 B585 B81 B311 , 22, 22
F58 B857 B470 , 1, 22
F62 B738 B335 , 1, 3
F28 B746 B656 , 13, 606
F96 B424 B786 B988 , 41, 83
F2 B594 B358 B958 B440 B225 B814 B611 , 1, 452
F26 B116 B550 , 10, 10
F13 B827 B754 , 4230, 4320
F18 B705 B752 B458 B700 B963 B91 B879 , 1, 554
F2 B958 B440 , 1, 1
F77 B23 B504 B743 , 27, 29
F74 B638 B345 , 6, 13
F48 B762 B24 B1000 B341 B841 B268 , 10, 33
F64 B734 B268 B93 , 1, 21
F20 B519 B824 , 1, 2
F60 B946 B635 , 36, 1938
F87 B512 B141 B757 B752 , 8, 275
F74 B315 B101 B586 , 292, 382
F90 B346 B955 B124 , 14, 606
F2 B782 B388 B908 B165 , 26, 28
F14 B953 B70 B343 , 17, 654
F5 B364 B668 , 1, 4
F29 B261 B869 B405 B322 B631 , 11, 14
F87 B290 B522 B337 , 244, 337
F48 B291 B377 B458 B411 B803 B3 B257 , 1, 35
F48 B663 B705 B579 B693 B883 B220 , 11, 34
F62 B887 B820 B793 B454 B210 B848 B771 B497 B241 , 9, 638
F2 B244 B505 B782 B388 B908 B165 , 26, 56
F29 B631 B652 , 11, 23
F62 B950 B367 B728 B994 B842 B726 , 9, 19
F10 B545 B81 , 1825, 2155
F62 B738 B335 B353 B208 B533 , 1, 25
F16 B615 B33 , 16, 16
F6 B729 B245 B417 B234 B982 , 14, 551
F77 B70 B19 , 1, 2
F48 B113 B120 B205 B890 B798 B553 B333 , 1, 274
F64 B268 B93 B896 , 1, 22
F47 B329 B967 B359 B256 , 1600, 1948
F48 B811 B625 B2 B113 B53 , 10, 675
F62 B102 B77 B738 B335 B353 B208 B533 B607 B193 , 1, 1791
F20 B985 B349 , 10, 12
F10 B207 B439 , 37, 1973
F28 B46 B711 B650 , 14, 14
F64 B559 B512 B476 , 11, 34
F74 B391 B940 , 6, 12
F2 B295 B695 , 26, 79
F25 B470 B544 B646 B689 B895 B680 , 18, 566
F64 B211 B191 B334 , 571, 709
F14 B973 B651 , 17, 17
F60 B946 B635 B266 B137 B390 , 36, 1977
F13 B711 B904 B249 , 23, 23
F58 B517 B583 B497 , 25, 27
F58 B526 B335 B6 , 1, 3
F80 B507 B768 B115 B884 B917 , 571, 850
F26 B209 B886 B686 B211 B712 , 10, 592
F27 B706 B869 , 30, 863
F48 B811 B663 B705 B579 , 11, 623
F31 B33 B781 B202 , 15, 1220
F39 B895 B934 B177 B644 , 1120, 1344
F82 B902 B603 , 12, 25
F58 B266 B394 B517 B583 B497 B713 , 25, 32
F97 B167 B982 B455 , 15, 571
F48 B205 B890 B798 , 1, 1
F82 B529 B147 B10 B329 , 12, 632
F64 B106 B841 , 10, 10
F60 B267 B371 B393 B163 , 1792, 2374
F31 B781 B202 B48 , 15, 15
F93 B174 B987 B790 , 1792, 2317
F18 B737 B35 B200 B127 B992 , 1, 4
F74 B315 B827 B338 B638 B345 , 6, 338
F2 B814 B611 , 1, 19
F58 B191 B875 , 1, 1
F58 B43 B198 B542 , 25, 28
F58 B887 B227 , 25, 52
F29 B111 B286 B369 B153 B662 B103 B774 , 11, 598
F87 B512 B772 , 8, 275
F60 B946 B6 B147 B912 B585 B203 , 36, 1975
F55 B987 B913 , 43, 45
F24 B645 B742 B179 B956 B994 , 20, 20
F13 B190 B585 , 22, 22
F13 B741 B827 B754 B746 B826 B992 , 4230, 4500
F74 B736 B132 , 6, 20
F100 B437 B33 B452 , 39, 3991
F16 B437 B459 B244 B10 , 16, 619
F74 B326 B344 B391 B940 B692 B736 , 6, 40
F29 B729 B848 B122 B963 B993 , 11, 25
F87 B512 B141 B757 B752 B999 B266 , 8, 275
F62 B210 B848 B771 B497 , 9, 29
F2 B440 B225 B814 , 1, 12
F47 B334 B148 , 22, 25
F37 B680 B181 B928 , 1064, 1232
F47 B259 B421 B152 , 21, 1689
F18 B916 B504 , 11, 13
F20 B671 B79 , 9, 11
F62 B367 B728 B994 , 9, 19
F62 B887 B102 B748 B403 B976 B430 B96 B398 B193 , 571, 906
F2 B108 B15 B324 B635 , 1638, 2106
F2 B600 B244 B505 B782 B388 B908 , 26, 56
F23 B525 B262 B100 B397 , 33, 1712
F10 B207 B401 , 37, 1973
F23 B525 B120 B878 , 32, 1745
F58 B713 B641 , 25, 29
F97 B167 B221 B600 B639 B32 , 15, 573
F24 B990 B488 B936 B17 B671 , 988, 1183
F58 B115 B630 , 25, 26
F74 B315 B827 B338 , 6, 331
F45 B744 B264 , 34, 36
F47 B821 B622 B233 B667 , 22, 29
F97 B996 B956 B558 , 15, 32
F10 B81 B192 B987 B35 , 1825, 2417
F2 B958 B440 B225 B814 B611 , 1, 20
F64 B490 B425 , 11, 23
F62 B367 B728 B994 B842 B726 , 9, 19
F77 B173 B766 B829 B552 B139 B352 B860 B355 , 27, 1725
F62 B726 B650 , 9, 9
F58 B887 B227 B549 , 25, 77
F16 B960 B342 B602 , 540, 730
F45 B859 B832 B358 B841 , 34, 68
F25 B33 B732 , 18, 18
F58 B526 B335 B6 B329 , 1, 3
F74 B578 B767 B414 , 292, 391
F29 B135 B291 B382 , 12, 12
F45 B691 B800 B512 B845 B91 , 1664, 2338
F77 B144 B520 , 1612, 1829
F58 B857 B470 B518 , 1, 22
F24 B602 B660 , 988, 1066
F28 B578 B871 , 13, 39
F14 B279 B360 , 16, 17
F34 B448 B123 B285 , 1148, 1232
F96 B602 B424 B786 B988 B523 , 41, 1813
F48 B330 B845 , 1, 4
F39 B934 B177 , 1120, 1232
F28 B746 B809 , 13, 606
F20 B255 B44 B330 B769 B784 , 1, 1636
F34 B165 B301 B275 B718 , 14, 14
F5 B729 B451 B149 B136 B270 , 8, 20
F31 B33 B22 B10 B588 B344 , 15, 1220
F31 B781 B202 B48 B871 B438 B736 , 15, 1235
F23 B18 B924 B453 B571 B457 , 1, 1675
F77 B662 B869 B258 , 1, 5
F77 B173 B864 , 27, 1722
F20 B267 B726 B763 B755 B579 B255 , 571, 799
F74 B410 B578 B767 B414 B187 B315 , 292, 462
F14 B953 B524 B279 , 16, 654
F2 B429 B381 B635 B77 B785 , 26, 1878
F77 B173 B864 B20 B767 B267 B820 B952 , 27, 1757
F80 B507 B710 B142 B602 B97 , 14, 627
F58 B887 B227 B549 B833 , 25, 103
F26 B679 B225 B567 , 10, 31
F82 B902 B603 B409 B328 , 12, 25
F62 B820 B793 , 9, 11
F77 B267 B820 B952 , 27, 60
F74 B131 B244 , 7, 8
F18 B926 B503 B705 , 511, 638
F20 B267 B749 B42 B781 B95 B485 B808 B936 B702 , 9, 637
F96 B825 B99 B294 B479 , 41, 85
F82 B529 B396 B513 B332 B281 , 12, 634
F90 B346 B238 B229 , 540, 699
F5 B16 B963 , 8, 25
F29 B291 B382 , 12, 12
F29 B610 B984 B986 B852 , 540, 720
F34 B275 B718 B640 , 14, 14
F77 B552 B139 B352 , 27, 28
F29 B261 B869 , 11, 12
F28 B46 B711 B650 B538 , 14, 14
F28 B746 B656 B742 B818 B913 B871 , 13, 621
F74 B410 B145 , 7, 333
F5 B879 B263 B251 B609 B963 B848 B447 B622 , 8, 27
F18 B529 B342 B856 B227 , 511, 685
F47 B143 B604 B314 B797 B329 B967 B359 , 1600, 2211
F16 B437 B960 B342 B602 , 540, 793
F5 B251 B609 B963 B848 B447 B622 , 8, 25
F64 B191 B334 B959 B850 B738 , 571, 791
F74 B926 B989 B315 , 7, 339
F29 B111 B136 B437 B135 B291 B382 B573 , 12, 586
F26 B331 B538 B466 B849 , 10, 24
F58 B994 B704 B938 B308 B135 B709 B871 , 1, 1819
F64 B712 B106 B841 B653 , 10, 11
F100 B522 B768 , 39, 39
F45 B803 B313 B243 , 34, 36
F29 B906 B610 B984 B986 B852 B490 , 540, 811
F47 B152 B134 B57 B761 B304 B700 , 21, 67
F82 B409 B328 B799 , 12, 12
F5 B729 B451 B149 , 8, 20
F62 B388 B448 , 1, 2
F23 B120 B878 , 32, 69
F5 B589 B669 B388 B793 B89 B34 B216 , 8, 43
F47 B24 B514 B135 , 1, 46
F31 B22 B10 B588 , 15, 15
F20 B150 B154 B602 B569 , 1, 49
F31 B33 B22 B10 , 15, 1220
F58 B994 B266 B394 B517 B583 B497 , 25, 1772
F2 B429 B151 B108 B15 B324 B635 B594 B550 , 1638, 2474
F13 B190 B585 B81 B311 B849 , 22, 22
F74 B410 B960 B889 B931 B14 , 1, 1757
F6 B729 B935 B485 , 480, 649
F58 B43 B198 , 25, 27
F24 B939 B645 B742 , 20, 20
F74 B410 B131 , 7, 332
F74 B410 B578 B767 B414 B187 , 292, 436
F20 B67 B113 B317 B809 , 9, 33
F24 B671 B963 , 988, 1066
F20 B672 B985 , 10, 12
F27 B706 B608 B292 B183 , 803, 1041
F20 B267 B907 , 10, 608
F48 B811 B663 B705 , 11, 623
F39 B177 B644 , 1120, 1232
F74 B345 B29 B851 B935 B696 , 6, 317
F58 B115 B630 B137 , 25, 29
F58 B43 B198 B542 B115 B630 , 25, 29
F74 B410 B960 B889 , 1, 1756
F74 B823 B163 B360 B126 B152 B46 , 6, 7
F93 B177 B174 B987 , 1792, 2317
F10 B401 B728 B656 B791 , 37, 39
F25 B897 B38 B290 B902 B153 , 512, 692
F20 B895 B347 B804 B671 , 9, 21
F20 B707 B895 B347 B804 , 9, 21
F74 B131 B244 B288 B438 , 7, 8
F93 B547 B564 B628 , 44, 1966
F58 B14 B42 B461 B601 , 26, 29
F100 B837 B621 B824 B369 , 39, 39
F97 B167 B53 B996 , 15, 588
F74 B410 B131 B244 B288 B438 B102 B840 , 7, 335
F20 B707 B895 , 9, 10
F45 B358 B841 B221 , 34, 36
F20 B804 B671 , 9, 10
F2 B814 B50 B320 , 26, 54
F20 B769 B784 B150 B154 , 1, 29
F23 B655 B18 , 1544, 1805
F62 B11 B723 B514 B680 B388 B448 , 1, 3
F5 B668 B263 , 1, 30
F96 B602 B391 , 1607, 1935
F14 B859 B568 , 17, 18
F16 B342 B602 , 540, 667
F34 B448 B444 B165 B301 , 14, 1176
F20 B330 B769 B784 , 1, 3
F6 B729 B551 B882 B456 B685 , 14, 537
F23 B525 B262 , 33, 1708
F27 B183 B391 , 803, 921
F25 B608 B441 , 18, 36
F74 B326 B344 B391 , 6, 25
F62 B793 B454 , 9, 10
F5 B996 B616 B164 B566 B381 B16 B963 , 8, 28
F18 B705 B752 B458 B700 B963 B91 , 1, 554
F20 B907 B370 B853 , 10, 11
F20 B907 B370 B853 B444 , 10, 11
F58 B664 B14 B42 B461 B601 B252 , 26, 57
F25 B83 B429 B608 B441 B36 B33 , 18, 36
F26 B575 B51 B190 , 540, 659
F47 B821 B622 B233 , 22, 26
F64 B211 B765 B712 B106 , 10, 614
F74 B338 B638 B345 B29 B851 , 6, 13
F26 B886 B686 B211 , 10, 21
F37 B680 B181 B928 B205 B185 , 1064, 1344
F16 B437 B459 B244 B10 B800 , 16, 620
F20 B267 B639 B993 B707 B895 B347 B804 B671 , 9, 629
F74 B578 B767 , 292, 358
F90 B659 B66 , 13, 14
F16 B584 B613 , 1, 2
F47 B259 B421 , 21, 1689
F80 B507 B710 B142 B602 , 14, 627
F20 B60 B560 , 9, 19
F48 B811 B113 B563 , 571, 708
F48 B922 B291 B377 , 1, 624
F48 B341 B841 B268 , 10, 21
F55 B838 B426 B746 , 43, 44
F48 B811 B29 B17 B687 B869 B510 B292 B127 , 11, 633
F55 B148 B899 B863 B934 , 1, 52
F6 B485 B852 B910 , 480, 651
F10 B782 B57 , 37, 40
F82 B143 B902 B603 , 12, 25
F93 B628 B274 , 44, 44
F48 B113 B120 B205 B890 B798 B553 B333 B947 , 1, 274
F14 B70 B343 B973 , 17, 17
F14 B953 B837 , 17, 654
F62 B887 B820 B793 , 9, 610
F100 B621 B824 , 39, 39
F2 B429 B397 B430 B814 B50 B320 B893 B107 , 26, 1826
F58 B994 B885 B133 B692 B747 B758 , 1664, 2276
F20 B370 B853 B444 B942 B672 B985 , 10, 13
F82 B409 B328 , 12, 12
F62 B208 B533 B607 , 1, 26
F60 B946 B267 B371 B393 B163 , 1792, 2520
F74 B126 B152 B46 B733 , 6, 7
F58 B704 B938 B308 , 1, 27
F74 B131 B244 B288 B438 B102 B840 B68 , 7, 11
F28 B742 B818 B913 , 13, 15
F20 B749 B42 , 9, 18
F74 B145 B590 B564 B926 B989 B315 , 7, 340
F93 B942 B34 , 1, 1
F64 B933 B539 B818 B127 B477 B490 B425 , 11, 43
F90 B229 B309 B204 , 1, 1768
F16 B196 B179 , 16, 16
F5 B996 B616 B164 , 8, 9
F77 B401 B826 B687 , 27, 27
F18 B963 B91 B879 , 1, 1
F2 B230 B153 B299 , 26, 56
F48 B705 B579 B693 B883 , 11, 33
F97 B167 B975 B157 B705 , 511, 749
F29 B437 B135 B291 , 12, 12
F47 B243 B122 B821 B622 B233 B667 B558 , 22, 31
F18 B752 B458 B700 , 1, 1
F58 B994 B266 B394 B517 , 25, 1771
F48 B579 B693 B883 , 11, 33
F64 B268 B93 , 1, 21
F23 B996 B254 , 33, 35
F48 B811 B113 B563 B922 , 571, 741
F74 B326 B344 B391 B940 B692 , 6, 26
F42 B78 B255 B707 , 42, 44
F47 B844 B823 B574 , 22, 27
F20 B610 B142 B128 B835 B124 , 1, 7
F87 B337 B823 , 244, 330
F48 B553 B333 , 1, 1
F55 B938 B40 , 43, 87
F48 B922 B291 B377 B458 B411 B803 B3 B257 , 1, 648
F58 B542 B115 , 25, 27
F29 B136 B437 B135 B291 , 12, 12
F90 B346 B353 B674 , 13, 594
F42 B654 B528 B76 , 41, 46
F74 B590 B564 B926 B989 , 7, 15
F23 B525 B507 B201 B33 B948 B267 , 33, 1711
F82 B529 B113 B309 , 571, 718
F29 B153 B662 B103 , 11, 13
F29 B286 B369 B153 B662 B103 B774 , 11, 24
F90 B107 B700 B740 , 13, 14
F5 B604 B521 , 1, 5
F90 B370 B273 B562 , 1, 37
F20 B763 B137 , 1, 610
F48 B220 B52 , 11, 12
F77 B731 B675 , 27, 30
F27 B706 B608 B292 B183 B391 , 803, 1100
F34 B536 B834 B16 , 14, 14
F20 B749 B42 B781 B95 B485 B808 B936 , 9, 38
F60 B946 B201 B159 , 36, 1939
F5 B556 B963 , 1, 86
F20 B150 B154 , 1, 27
F62 B11 B723 B514 B680 , 1, 2
F97 B982 B455 B875 , 15, 15
F82 B328 B799 , 12, 12
F62 B403 B976 B430 , 571, 683
F47 B57 B761 B304 B700 B815 , 21, 45
F2 B429 B795 B417 B534 B480 B295 B695 , 26, 1798
F45 B845 B91 B722 , 1664, 2102
F90 B346 B955 B124 B988 B45 B558 , 14, 607
F26 B209 B116 B550 B325 , 10, 580
F77 B504 B743 B731 B675 , 27, 31
F48 B68 B622 B891 , 1, 30
F77 B426 B70 , 1, 4
F34 B285 B214 B149 B425 B9 B772 , 1148, 1316
F34 B395 B511 B886 B536 B834 , 14, 14
F6 B3 B436 B498 B821 , 14, 15
F58 B542 B115 B630 B137 , 25, 30
F80 B507 B339 B326 , 14, 627
F58 B938 B308 B135 , 1, 2
F82 B309 B655 B381 B416 , 571, 761
F90 B293 B151 , 13, 28
F77 B767 B267 B820 , 27, 60
F93 B784 B681 , 43, 43
F31 B33 B781 B202 B48 B871 , 15, 1220
F80 B447 B916 B895 , 1, 38
F5 B961 B959 B137 , 480, 574
F55 B863 B934 , 1, 35
F64 B653 B715 , 10, 12
F29 B322 B631 B652 , 11, 24
F97 B221 B600 B639 , 15, 17
F58 B994 B439 B43 , 25, 1771
F29 B261 B869 B405 , 11, 13
F90 B346 B867 B107 B700 B740 B523 , 13, 594
F26 B951 B869 B302 , 10, 20
F58 B994 B266 B394 B517 B583 B497 B713 B641 , 25, 1776
F82 B513 B332 B281 B107 B753 , 12, 37
F20 B267 B749 B42 B781 B95 B485 , 9, 636
F20 B749 B42 B781 , 9, 28
F48 B869 B510 B292 B127 , 11, 21
F34 B165 B301 B275 B718 B640 B757 B472 , 14, 14
F20 B267 B749 B42 B781 B95 , 9, 636
F96 B602 B391 B982 , 1607, 2098
F80 B507 B697 , 14, 627
F62 B680 B388 B448 , 1, 2
F55 B826 B938 B40 B786 , 43, 1829
F24 B645 B742 B179 , 20, 20
F48 B24 B1000 B341 B841 B268 , 10, 21
F42 B92 B683 , 1697, 2025
F45 B691 B384 B803 B313 B243 B124 , 34, 1802
F20 B749 B42 B781 B95 B485 , 9, 37
F28 B746 B656 B742 B818 , 13, 607
F25 B290 B902 B153 B269 , 512, 656
F2 B635 B77 B785 , 26, 1798
F100 B831 B148 , 3913, 4068
F20 B113 B317 B809 , 9, 33
F47 B158 B132 B572 B559 , 22, 46
F20 B824 B610 B142 B128 B835 , 1, 4
F77 B829 B552 B139 , 27, 29
F45 B924 B674 B727 , 33, 35
F47 B259 B625 B243 B122 B821 B622 B233 B667 B558 , 22, 1697
F6 B551 B882 , 14, 15
F29 B906 B610 B984 B986 B852 , 540, 765
F37 B680 B547 B462 , 28, 1120
F45 B313 B243 , 34, 35
F74 B345 B29 , 6, 6
F90 B229 B575 B142 B973 , 540, 751
F20 B485 B808 B936 , 9, 10
F48 B205 B890 B798 B553 B333 , 1, 1
F29 B111 B906 , 540, 630
F96 B602 B825 B99 B294 , 41, 1773
F64 B539 B818 B127 B477 , 11, 31
F2 B108 B15 B324 B635 B594 , 1638, 2210
F62 B887 B506 B592 B292 B853 , 10, 619
F47 B259 B469 B194 B456 , 22, 1689
F45 B691 B924 B674 B727 B250 , 33, 1802
F64 B977 B673 B687 B761 B658 , 10, 11
F20 B44 B330 , 1, 2
F90 B575 B142 B973 , 540, 698
F20 B853 B444 B942 , 10, 10
F47 B456 B846 B436 B378 B334 B148 , 22, 53
F60 B585 B203 , 36, 36
F42 B167 B92 , 1697, 2025
F74 B410 B145 B590 B564 B926 B989 , 7, 341
F90 B867 B107 B700 B740 , 13, 14
F87 B772 B388 , 8, 8
F48 B330 B845 B659 , 1, 4
F27 B807 B552 , 30, 59
F47 B514 B135 B427 B366 B290 B595 B628 , 1, 50
F74 B326 B344 , 6, 19
F80 B507 B768 B115 , 571, 738
F47 B469 B194 B456 B846 , 22, 25
F47 B574 B669 , 22, 26
F58 B692 B747 B758 B609 , 1664, 2070
F87 B388 B555 B313 , 8, 8
F45 B691 B800 , 1664, 1935
F47 B625 B243 B122 B821 B622 B233 B667 B558 , 22, 32
F48 B113 B53 , 10, 623
F74 B131 B244 B288 B438 B102 , 7, 10
F47 B622 B233 , 22, 23
F80 B768 B115 B884 B917 B350 , 571, 850
F18 B35 B200 B127 B992 , 1, 3
F26 B209 B431 B922 B721 B621 B951 B869 B302 , 10, 601
F34 B444 B165 B301 B275 , 14, 14
F45 B841 B221 , 34, 36
F26 B686 B211 B712 B345 , 10, 11
F82 B529 B396 B513 , 12, 634
F34 B536 B834 B16 B970 , 14, 28
F48 B1000 B341 B841 , 10, 10
F58 B135 B709 , 1, 1
F37 B680 B181 B928 B205 , 1064, 1288
F5 B961 B177 B996 B616 B164 B566 , 8, 514
F39 B601 B583 B612 , 28, 1176
F45 B691 B800 B512 B845 B91 B722 , 1664, 2474
F47 B622 B233 B667 B558 , 22, 26
F2 B429 B381 B635 B77 B785 B230 , 26, 1880
F77 B829 B552 B139 B352 B860 B355 , 27, 30
F60 B660 B990 B369 , 37, 41
F28 B427 B91 B691 B418 , 540, 749
F31 B22 B10 B588 B344 B955 B973 , 15, 30
F2 B388 B908 , 26, 27
F23 B525 B766 B529 B908 , 1544, 2068
F26 B621 B951 B869 , 10, 20
F74 B410 B88 B326 B344 B391 B940 , 6, 351
F45 B384 B803 B313 , 34, 35
F16 B960 B342 , 540, 666
F77 B286 B607 B401 B826 B687 B792 , 27, 55
F20 B519 B824 B610 , 1, 3
F2 B397 B430 B814 B50 B320 , 26, 82
F42 B437 B625 B504 , 41, 1864
F64 B131 B734 B268 B93 , 1, 21
F62 B887 B747 B950 B367 B728 B994 B842 , 9, 619
F10 B278 B560 B163 , 37, 42
F47 B622 B233 B667 , 22, 26
F62 B887 B102 B748 B403 , 571, 720
F2 B635 B77 B785 B230 B153 B299 , 26, 1828
F47 B259 B469 , 22, 1687
F26 B967 B331 B538 B466 B849 B780 , 10, 35
